id~etiqueta~concepto~descripcion
1~A~ADMINISTRACION Y MANEJO DE LA CARTERA DE PRIMER PISO~ Conjunto de créditos que la Financiera reciba o haya recibido de las instituciones financieras que fueron intervenidas, por la Superintendencia Bancaria con fines de liquidacion y que fueron redescontadas por la Financiera generaci—n de energ’a elŽctrica
