Id,Etiqueta,Concepto,Descripcion
1,A,Área METROPOLITANA,Conjunto de créditos que la Financiera reciba o haya recibido de las instituciones financieras que fueron intervenidas por la Superintendencia Bancaria con fines de liquidación y que fueron redescontadas por la Financiera.
